ID,Prob1
344, 0.43449
345, 0.32045
346, 0.31243
347, 0.29076
348, 0.32525
349, 0.36131
350, 0.32991
351, 0.37034
352, 0.38049
353, 0.29600
354, 0.38452
355, 0.28983
356, 0.59819
357, 0.41400
358, 0.27103
359, 0.37120
360, 0.46378
361, 0.46458
362, 0.30121
363, 0.41668
364, 0.40545
365, 0.64668
366, 0.58995
367, 0.32742
368, 0.39084
369, 0.42101
370, 0.26529
371, 0.35462
372, 0.39170
373, 0.32731
374, 0.43309
375, 0.47936
376, 0.51945
377, 0.37571
378, 0.26535
379, 0.46196
380, 0.61104
381, 0.27798
382, 0.31556
383, 0.30730
384, 0.48635
385, 0.27220
386, 0.39616
387, 0.35608
388, 0.34781
389, 0.44097
390, 0.28805
391, 0.27928
392, 0.36310
393, 0.57168
394, 0.41216
395, 0.32147
396, 0.29078
397, 0.50235
398, 0.38357
399, 0.28169
400, 0.28276
401, 0.39910
402, 0.52794
403, 0.34826
404, 0.38072
405, 0.33515
406, 0.34659
407, 0.28252
408, 0.33455
409, 0.48754
410, 0.34648
411, 0.33678
412, 0.29171
413, 0.51361
414, 0.38487
415, 0.43056
416, 0.38294
417, 0.35930
418, 0.29009
419, 0.34685
420, 0.57425
421, 0.49347
422, 0.38046
423, 0.41344
424, 0.37163
425, 0.29281
426, 0.38575
427, 0.28141
428, 0.40075
429, 0.54165
430, 0.33644
431, 0.68581
432, 0.34432
433, 0.35778
434, 0.42566
435, 0.36187
436, 0.45803
437, 0.34986
438, 0.44272
439, 0.28797
440, 0.37396
441, 0.34990
442, 0.32687
443, 0.29737
444, 0.39575
445, 0.34867
446, 0.37405
447, 0.36601
448, 0.31393
449, 0.37005
450, 0.63880
451, 0.34742
452, 0.35621
453, 0.48094
454, 0.34796
455, 0.51174
456, 0.51358
457, 0.31434
458, 0.24765
459, 0.39910
460, 0.29416
461, 0.41265
462, 0.34525
463, 0.62584
464, 0.28220
465, 0.43987
466, 0.39614
467, 0.42168
468, 0.35596
469, 0.30257
470, 0.43963
471, 0.39825
472, 0.29310
473, 0.39384
474, 0.33243
475, 0.53121
476, 0.28245
477, 0.31010
478, 0.41817
479, 0.48438
480, 0.28767
481, 0.32175
482, 0.37590
483, 0.47660
484, 0.52139
485, 0.50558
486, 0.39539
487, 0.51044
488, 0.45823
489, 0.31087
490, 0.30290
491, 0.60094
492, 0.36452
493, 0.32791
494, 0.32224
495, 0.37845
496, 0.34630
497, 0.38548
498, 0.68168
499, 0.32154
500, 0.31240
501, 0.29037
502, 0.54137
503, 0.34459
504, 0.27865
505, 0.40764
506, 0.36261
507, 0.40338
508, 0.50160
509, 0.36726
510, 0.28679
511, 0.31223
512, 0.35401
513, 0.50198
514, 0.28666
515, 0.43770
516, 0.32762
517, 0.47631
518, 0.63136
519, 0.32676
520, 0.32564
521, 0.57859
522, 0.46214
523, 0.34100
524, 0.38305
525, 0.47236
526, 0.51425
527, 0.41995
528, 0.27368
529, 0.31903
530, 0.30241
531, 0.36486
532, 0.40509
533, 0.33255
534, 0.47911
535, 0.29689
536, 0.53142
537, 0.33193
538, 0.37988
539, 0.34520
540, 0.31658
541, 0.55937
542, 0.36159
543, 0.48833
544, 0.33573
545, 0.50872
546, 0.34366
547, 0.30790
548, 0.30561
549, 0.37325
550, 0.46825
551, 0.35875
552, 0.41223
553, 0.47345
554, 0.33652
555, 0.27954
556, 0.45637
557, 0.46015
558, 0.39123
559, 0.62077
560, 0.32616
561, 0.29999
562, 0.12958
563, 0.28577
564, 0.47389
565, 0.32131
566, 0.28782
567, 0.32327
568, 0.47425
569, 0.54069
570, 0.26185
571, 0.49799
572, 0.26362
573, 0.35141
574, 0.68053
575, 0.41982
576, 0.38216
577, 0.38934
578, 0.30554
579, 0.30483
580, 0.31382
581, 0.48216
582, 0.34627
583, 0.37409
584, 0.32530
585, 0.31272
586, 0.37453
587, 0.33469
588, 0.44899
589, 0.30857
590, 0.69257
591, 0.34421
592, 0.32755
593, 0.29560
594, 0.46396
595, 0.32072
596, 0.45721
597, 0.52400
598, 0.43805
599, 0.46834
600, 0.48333
601, 0.37903
602, 0.40083
603, 0.30720
604, 0.41071
605, 0.38097
606, 0.44047
607, 0.35427
608, 0.39577
609, 0.39134
610, 0.48423
611, 0.44942
612, 0.30281
613, 0.30937
614, 0.46993
615, 0.49224
616, 0.63069
617, 0.37141
618, 0.54127
619, 0.26329
620, 0.37312
621, 0.31552
622, 0.49880
623, 0.43585
624, 0.30529
625, 0.36459
626, 0.39736
627, 0.41581
628, 0.37986
629, 0.41687
630, 0.34430
631, 0.24478
632, 0.48437
633, 0.43591
634, 0.49336
635, 0.46293
636, 0.50714
637, 0.53649
638, 0.31424
639, 0.38616
640, 0.10368
641, 0.33157
642, 0.33893
643, 0.39444
644, 0.35721
645, 0.52182
646, 0.41167
647, 0.42047
648, 0.27219
649, 0.60554
650, 0.39037
651, 0.27238
652, 0.48858
653, 0.37706
654, 0.46981
655, 0.38884
656, 0.41419
657, 0.40798
658, 0.28246
659, 0.39186
660, 0.50529
661, 0.36684
662, 0.31009
663, 0.32670
664, 0.37906
665, 0.29913
666, 0.37238
667, 0.32363
668, 0.35669
669, 0.35258
670, 0.31099
671, 0.38105
672, 0.39972
673, 0.40717
674, 0.29356
675, 0.31301
676, 0.47190
677, 0.30197
678, 0.31765
679, 0.49434
680, 0.33229
681, 0.41203
682, 0.31970
683, 0.30169
684, 0.28883
685, 0.41111
686, 0.33800
687, 0.30902
688, 0.30239
689, 0.30813
690, 0.36655
691, 0.48845
692, 0.37346
693, 0.27412
694, 0.35833
695, 0.34239
696, 0.31076
697, 0.32180
698, 0.59638
699, 0.33008
700, 0.39955
701, 0.31513
702, 0.54985
703, 0.66317
704, 0.38900
705, 0.45191
706, 0.43163
707, 0.28496
708, 0.43579
709, 0.44498
710, 0.49156
711, 0.39943
712, 0.36011
713, 0.37174
714, 0.36108
715, 0.40424
716, 0.58006
717, 0.51204
718, 0.50678
719, 0.44031
720, 0.45599
721, 0.30737
722, 0.29090
723, 0.34151
724, 0.34942
725, 0.31446
726, 0.40663
727, 0.30109
728, 0.40615
729, 0.40368
730, 0.27335
731, 0.53679
732, 0.41955
733, 0.32459
734, 0.38900
735, 0.49442
736, 0.39392
737, 0.33287
738, 0.41803
739, 0.46407
740, 0.37530
741, 0.32528
742, 0.47173
743, 0.37825
744, 0.36111
745, 0.39632
746, 0.45956
747, 0.34981
748, 0.38623
749, 0.43573
750, 0.34138
751, 0.43442
752, 0.39333
753, 0.39036
754, 0.50791
755, 0.37289
756, 0.33765
757, 0.69571
758, 0.47236
759, 0.30945
760, 0.50867
761, 0.30597
762, 0.35482
763, 0.55294
764, 0.33158
765, 0.28797
766, 0.75640
767, 0.49806
768, 0.46297
769, 0.28933
770, 0.39552
771, 0.40101
772, 0.41135
773, 0.31078
774, 0.42557
775, 0.44205
776, 0.38581
777, 0.30372
778, 0.36466
779, 0.33664
780, 0.53745
781, 0.39131
782, 0.39290
783, 0.39630
784, 0.40624
785, 0.26486
786, 0.35444
787, 0.28354
788, 0.29081
789, 0.30152
790, 0.38487
791, 0.49435
792, 0.31178
793, 0.52062
794, 0.28064
795, 0.43991
796, 0.33696
797, 0.45802
798, 0.37192
799, 0.31582
800, 0.57437
801, 0.34353
802, 0.61184
803, 0.44363
804, 0.49046
805, 0.42022
806, 0.33941
807, 0.36352
808, 0.41988
809, 0.38777
810, 0.50980
811, 0.57728
812, 0.39703
813, 0.42979
814, 0.34946
815, 0.37213
816, 0.31108
817, 0.35450
818, 0.48606
819, 0.28992
820, 0.53515
821, 0.33106
822, 0.25325
823, 0.26986
824, 0.36873
825, 0.29435
826, 0.25875
827, 0.39355
828, 0.38774
829, 0.35898
830, 0.32984
831, 0.35520
832, 0.57848
833, 0.42026
834, 0.47411
835, 0.44371
836, 0.42653
837, 0.25830
838, 0.30663
839, 0.33002
840, 0.40916
841, 0.43573
842, 0.35923
843, 0.35614
844, 0.48995
845, 0.51431
846, 0.37699
847, 0.48599
848, 0.26864
849, 0.29505
850, 0.40891
851, 0.26855
852, 0.43060
853, 0.53736
854, 0.41434
855, 0.31091
856, 0.35025
857, 0.36844
858, 0.31526
859, 0.28456
860, 0.39576
861, 0.48706
862, 0.31416
863, 0.37770
864, 0.31758
865, 0.33855
866, 0.51241
867, 0.38279
868, 0.30461
869, 0.35505
870, 0.34570
871, 0.32716
872, 0.55679
873, 0.43897
874, 0.31105
875, 0.53390
876, 0.38352
877, 0.46993
878, 0.34974
879, 0.27756
880, 0.46517
881, 0.40086
882, 0.30076
883, 0.34237
884, 0.39820
885, 0.51386
886, 0.35157
887, 0.28896
888, 0.58846
889, 0.42661
890, 0.62803
891, 0.30070
892, 0.34417
893, 0.33075
894, 0.27258
895, 0.57255
896, 0.43897
897, 0.41868
898, 0.65399
899, 0.60519
900, 0.40576
901, 0.33516
902, 0.39771
903, 0.47566
904, 0.44167
905, 0.34556
906, 0.53909
907, 0.50326
908, 0.39258
909, 0.31372
910, 0.28706
911, 0.24989
912, 0.32311
913, 0.38350
914, 0.60153
915, 0.26767
916, 0.33750
917, 0.30501
918, 0.34414
919, 0.31182
920, 0.41420
921, 0.30516
922, 0.43121
923, 0.34367
924, 0.32606
925, 0.28673
926, 0.44070
927, 0.35868
928, 0.37862
929, 0.33402
930, 0.46760
931, 0.35352
932, 0.29920
933, 0.35718
934, 0.44969
935, 0.38381
936, 0.33204
937, 0.46625
938, 0.35732
939, 0.29445
940, 0.48766
941, 0.30168
942, 0.42213
943, 0.31347
944, 0.35982
945, 0.28432
946, 0.41960
947, 0.48518
948, 0.40264
949, 0.32571
950, 0.55158
951, 0.33233
952, 0.53906
953, 0.45080
954, 0.37799
955, 0.50263
956, 0.32138
957, 0.50397
958, 0.35403
959, 0.35176
960, 0.44356
961, 0.35174
962, 0.30701
963, 0.36839
964, 0.48758
965, 0.32869
966, 0.30204
967, 0.35315
968, 0.31365
969, 0.36475
970, 0.44895
971, 0.39111
972, 0.31027
973, 0.34137
974, 0.44061
975, 0.33713
976, 0.33146
977, 0.50920
978, 0.45444
979, 0.51331
980, 0.31309
981, 0.30556
982, 0.30086
983, 0.50549
984, 0.42991
985, 0.29886
986, 0.48711
987, 0.30018
988, 0.36061
989, 0.37846
990, 0.62891
991, 0.27003
992, 0.29797
993, 0.47046
994, 0.38907
995, 0.31205
996, 0.32519
997, 0.31774
998, 0.60558
999, 0.28826
1000, 0.32048
1001, 0.33733
1002, 0.52581
1003, 0.63343
1004, 0.38722
1005, 0.48059
1006, 0.34137
1007, 0.31519
1008, 0.48401
1009, 0.32758
1010, 0.31438
1011, 0.36685
1012, 0.29375
1013, 0.41293
1014, 0.32669
1015, 0.47991
1016, 0.29325
1017, 0.36581
1018, 0.43795
1019, 0.56353
1020, 0.51242
1021, 0.44047
1022, 0.38731
1023, 0.35405
1024, 0.43753
1025, 0.32935
1026, 0.61131
1027, 0.57353
1028, 0.31241
1029, 0.37439
1030, 0.50552
1031, 0.52867
1032, 0.45007
1033, 0.36504
1034, 0.28001
1035, 0.32194
1036, 0.36506
1037, 0.40979
1038, 0.26022
1039, 0.29272
1040, 0.48643
1041, 0.51729
1042, 0.49042
1043, 0.34921
1044, 0.40391
1045, 0.50007
1046, 0.45105
1047, 0.31929
1048, 0.37701
1049, 0.35132
1050, 0.26703
1051, 0.28840
1052, 0.27941
1053, 0.31394
1054, 0.40120
1055, 0.34754
1056, 0.47481
1057, 0.27243
1058, 0.38092
1059, 0.32369
1060, 0.62217
1061, 0.36026
1062, 0.51304
1063, 0.28977
1064, 0.36744
1065, 0.38186
1066, 0.36661
1067, 0.29658
1068, 0.44294
1069, 0.55719
1070, 0.34643
1071, 0.41069
1072, 0.27180
1073, 0.45532
1074, 0.39717
1075, 0.37943
1076, 0.31631
1077, 0.40110
1078, 0.55211
1079, 0.54413
1080, 0.35253
1081, 0.54797
1082, 0.57373
1083, 0.36967
1084, 0.45742
1085, 0.32820
1086, 0.34316
1087, 0.31046
1088, 0.45951
1089, 0.58030
1090, 0.30544
1091, 0.37720
1092, 0.45293
1093, 0.51830
1094, 0.26948
1095, 0.39915
1096, 0.38239
1097, 0.32846
1098, 0.33813
1099, 0.28486
1100, 0.32703
1101, 0.32325
1102, 0.39162
1103, 0.32541
1104, 0.46116
1105, 0.30816
1106, 0.28788
1107, 0.41254
1108, 0.38482
1109, 0.41083
1110, 0.47977
1111, 0.58173
1112, 0.32018
1113, 0.39885
1114, 0.27862
1115, 0.40223
1116, 0.27827
1117, 0.27115
1118, 0.40879
1119, 0.36136
1120, 0.57209
1121, 0.49243
1122, 0.33429
1123, 0.36841
1124, 0.33558
1125, 0.62206
1126, 0.35438
1127, 0.37062
1128, 0.63807
1129, 0.52115
1130, 0.32785
1131, 0.40892
1132, 0.31637
1133, 0.27617
1134, 0.32595
1135, 0.31727
1136, 0.52547
1137, 0.32923
1138, 0.55617
1139, 0.38029
1140, 0.34784
1141, 0.27958
1142, 0.47090
1143, 0.35349
1144, 0.45754
1145, 0.62981
1146, 0.30483
1147, 0.30021
1148, 0.46257
1149, 0.31448
1150, 0.59809
1151, 0.30714
1152, 0.28771
1153, 0.35860
1154, 0.33793
1155, 0.27987
1156, 0.49375
1157, 0.35162
1158, 0.43849
1159, 0.39130
1160, 0.38688
1161, 0.40737
1162, 0.35960
1163, 0.30399
1164, 0.35535
1165, 0.34677
1166, 0.46913
1167, 0.28153
1168, 0.30237
1169, 0.43900
1170, 0.34551
1171, 0.38460
1172, 0.33465
1173, 0.29866
1174, 0.35935
1175, 0.44976
1176, 0.32222
1177, 0.36811
1178, 0.40832
1179, 0.27403
1180, 0.26532
1181, 0.41516
1182, 0.27912
1183, 0.28909
1184, 0.32604
1185, 0.45941
1186, 0.54699
1187, 0.36253
1188, 0.29819
1189, 0.48786
1190, 0.40565
1191, 0.28607
1192, 0.32413
1193, 0.34807
1194, 0.38188
1195, 0.48742
1196, 0.33843
1197, 0.59401
1198, 0.32295
1199, 0.40866
1200, 0.37452
1201, 0.44151
1202, 0.36861
1203, 0.30216
1204, 0.29436
1205, 0.35629
1206, 0.43254
1207, 0.54189
1208, 0.27909
1209, 0.47632
1210, 0.33883
1211, 0.26482
1212, 0.34958
1213, 0.45378
1214, 0.39054
1215, 0.41500
1216, 0.30313
1217, 0.28796
1218, 0.32113
1219, 0.28771
1220, 0.33511
1221, 0.30071
1222, 0.29250
1223, 0.33628
1224, 0.31825
1225, 0.44698
1226, 0.36381
1227, 0.31023
1228, 0.36857
1229, 0.48934
1230, 0.48949
1231, 0.32767
1232, 0.36242
1233, 0.39335
1234, 0.30864
1235, 0.30913
1236, 0.36489
1237, 0.53104
1238, 0.44658
1239, 0.30860
1240, 0.46115
1241, 0.29657
1242, 0.33634
1243, 0.30872
1244, 0.33010
1245, 0.53331
1246, 0.35932
1247, 0.38337
1248, 0.38381
1249, 0.30339
1250, 0.27338
1251, 0.34304
1252, 0.48341
1253, 0.45085
1254, 0.32273
1255, 0.30501
1256, 0.29934
1257, 0.45357
1258, 0.27906
1259, 0.35717
1260, 0.16287
1261, 0.35154
1262, 0.30015
1263, 0.54537
1264, 0.31335
1265, 0.30432
1266, 0.37659
1267, 0.27663
1268, 0.32348
1269, 0.49819
1270, 0.48821
1271, 0.50144
1272, 0.45421
1273, 0.48825
1274, 0.42877
1275, 0.33815
1276, 0.30384
1277, 0.42771
1278, 0.47032
1279, 0.37059
1280, 0.30909
1281, 0.35963
1282, 0.33289
1283, 0.41915
1284, 0.40079
1285, 0.37051
1286, 0.35233
1287, 0.51062
1288, 0.51359
1289, 0.18617
1290, 0.52326
1291, 0.42135
1292, 0.35938
1293, 0.31758
1294, 0.51778
1295, 0.45563
1296, 0.49863
1297, 0.31818
1298, 0.30435
1299, 0.27102
1300, 0.46287
1301, 0.49474
1302, 0.41384
1303, 0.26675
1304, 0.37741
1305, 0.36670
1306, 0.38245
1307, 0.30169
1308, 0.28193
1309, 0.38566
1310, 0.26975
1311, 0.43420
1312, 0.28500
1313, 0.31296
1314, 0.37778
1315, 0.39985
1316, 0.44447
1317, 0.28104
1318, 0.51611
1319, 0.28425
1320, 0.31987
1321, 0.32169
1322, 0.34079
1323, 0.49460
1324, 0.59931
1325, 0.46258
1326, 0.48483
1327, 0.55979
1328, 0.36051
1329, 0.27452
1330, 0.52460
1331, 0.56640
1332, 0.50863
1333, 0.41059
1334, 0.26486
1335, 0.34769
1336, 0.27995
1337, 0.40436
1338, 0.40180
1339, 0.32768
1340, 0.30989
1341, 0.31113
1342, 0.46295
1343, 0.31733
1344, 0.34938
1345, 0.47261
1346, 0.54422
1347, 0.44910
1348, 0.43750
1349, 0.11703
1350, 0.30094
1351, 0.51662
1352, 0.55880
1353, 0.47426
1354, 0.56977
1355, 0.50344
1356, 0.36962
1357, 0.29539
1358, 0.29228
1359, 0.35396
1360, 0.37757
1361, 0.41054
1362, 0.33311
1363, 0.28965
1364, 0.31072
1365, 0.29040
1366, 0.28190
1367, 0.27486
1368, 0.40787
1369, 0.44392
1370, 0.44023
1371, 0.74180
1372, 0.36976
1373, 0.51853
1374, 0.39656
1375, 0.45000
1376, 0.57073
1377, 0.34790
1378, 0.37170
1379, 0.28039
1380, 0.40518
1381, 0.26853
1382, 0.52450
1383, 0.27849
1384, 0.31037
1385, 0.35026
1386, 0.30022
1387, 0.33720
1388, 0.39074
1389, 0.35711
1390, 0.30200
1391, 0.38023
1392, 0.30196
1393, 0.36316
1394, 0.30820
1395, 0.46189
1396, 0.53071
1397, 0.35458
1398, 0.32995
1399, 0.33003
1400, 0.36339
1401, 0.32909
1402, 0.39345
1403, 0.34084
1404, 0.42777
1405, 0.47436
1406, 0.43465
1407, 0.40809
1408, 0.38541
1409, 0.27337
1410, 0.35803
1411, 0.28011
1412, 0.29528
1413, 0.33541
1414, 0.29625
1415, 0.30631
1416, 0.30722
1417, 0.32757
1418, 0.64921
1419, 0.50595
1420, 0.41749
1421, 0.37404
1422, 0.57501
1423, 0.26858
1424, 0.34137
1425, 0.35736
1426, 0.41514
1427, 0.52463
1428, 0.35531
1429, 0.35644
1430, 0.40203
1431, 0.43760
1432, 0.30192
1433, 0.34604
1434, 0.41623
1435, 0.52688
1436, 0.51355
1437, 0.40066
1438, 0.38068
1439, 0.40586
1440, 0.34461
1441, 0.39622
1442, 0.58442
1443, 0.32749
1444, 0.44129
1445, 0.29417
1446, 0.43282
1447, 0.33467
1448, 0.33757
1449, 0.37968
1450, 0.38759
1451, 0.47735
1452, 0.38495
1453, 0.39773
1454, 0.44503
1455, 0.35320
1456, 0.43907
1457, 0.52789
1458, 0.40553
1459, 0.31047
1460, 0.30003
1461, 0.33456
1462, 0.44953
1463, 0.36475
1464, 0.36083
1465, 0.32649
1466, 0.40544
1467, 0.25415
1468, 0.36491
1469, 0.29509
1470, 0.43072
1471, 0.32889
1472, 0.28849
1473, 0.30045
1474, 0.40323
1475, 0.29432
1476, 0.38009
1477, 0.31515
1478, 0.09781
1479, 0.36569
1480, 0.43085
1481, 0.31447
1482, 0.33864
1483, 0.52917
1484, 0.46172
1485, 0.32999
1486, 0.28851
1487, 0.56467
1488, 0.30029
1489, 0.39845
1490, 0.24987
1491, 0.59588
1492, 0.29527
1493, 0.45953
1494, 0.54904
1495, 0.29471
1496, 0.29573
1497, 0.27935
1498, 0.27681
1499, 0.31417
1500, 0.63274
1501, 0.46725
1502, 0.37284
1503, 0.45125
1504, 0.42657
1505, 0.39032
1506, 0.28538
1507, 0.26899
1508, 0.35342
1509, 0.50417
1510, 0.42376
1511, 0.42605
1512, 0.41160
1513, 0.45555
1514, 0.36750
1515, 0.28590
1516, 0.36493
1517, 0.38357
1518, 0.59194
1519, 0.37588
1520, 0.43678
1521, 0.27395
1522, 0.38836
1523, 0.38469
1524, 0.28675
1525, 0.33977
1526, 0.35994
1527, 0.33801
1528, 0.27900
1529, 0.40391
1530, 0.29581
1531, 0.41898
1532, 0.45567
1533, 0.30351
1534, 0.32406
1535, 0.46233
1536, 0.58065
1537, 0.36049
1538, 0.31187
1539, 0.30282
1540, 0.41539
1541, 0.32322
1542, 0.28302
1543, 0.30239
1544, 0.52487
1545, 0.28322
1546, 0.27839
1547, 0.35356
1548, 0.37627
1549, 0.33464
1550, 0.26829
1551, 0.40850
1552, 0.33251
1553, 0.38211
1554, 0.38276
1555, 0.34566
1556, 0.38094
1557, 0.31730
1558, 0.30032
1559, 0.33667
1560, 0.34624
1561, 0.30172
1562, 0.30515
1563, 0.32772
1564, 0.32216
1565, 0.34590
1566, 0.30595
1567, 0.42610
1568, 0.40339
1569, 0.52743
1570, 0.34764
1571, 0.34750
1572, 0.29094
1573, 0.30793
1574, 0.51349
1575, 0.30793
1576, 0.31218
1577, 0.32113
1578, 0.41549
1579, 0.28238
1580, 0.41055
1581, 0.41789
1582, 0.28632
1583, 0.48852
1584, 0.31092
1585, 0.46038
1586, 0.29664
1587, 0.27473
1588, 0.35681
1589, 0.63472
1590, 0.44027
1591, 0.29004
1592, 0.37998
1593, 0.30380
1594, 0.31553
1595, 0.32705
1596, 0.51480
1597, 0.36525
1598, 0.30955
1599, 0.48795
1600, 0.40289
1601, 0.49822
1602, 0.31075
1603, 0.49451
1604, 0.30741
1605, 0.31574
1606, 0.44867
1607, 0.49082
1608, 0.26330
1609, 0.34076
1610, 0.46953
1611, 0.29184
1612, 0.43412
1613, 0.37781
1614, 0.41263
1615, 0.41257
1616, 0.58269
1617, 0.36112
1618, 0.33934
1619, 0.28883
1620, 0.38048
1621, 0.61672
1622, 0.33410
1623, 0.48173
1624, 0.36054
1625, 0.38151
1626, 0.33146
1627, 0.35530
1628, 0.40306
1629, 0.44801
1630, 0.55143
1631, 0.33320
1632, 0.35111
1633, 0.48445
1634, 0.40021
1635, 0.36727
1636, 0.38232
1637, 0.50666
1638, 0.40234
1639, 0.27702
1640, 0.32792
1641, 0.75188
1642, 0.33148
1643, 0.33673
1644, 0.52086
1645, 0.54728
1646, 0.46161
1647, 0.55118
1648, 0.48421
1649, 0.57156
1650, 0.29242
1651, 0.28283
1652, 0.37843
1653, 0.51425
1654, 0.54232
1655, 0.50382
1656, 0.36523
1657, 0.51450
1658, 0.26167
1659, 0.38046
1660, 0.37232
1661, 0.33393
1662, 0.40688
1663, 0.34193
